timePeriod,currentTemperature,currentHumidity,currentCO2,currentLight,currentNoise,maxTemp,minTemp,meanTemp,maxHumidity,minHumidity,meanHumidity,maxCO2,minCO2,meanCO2,maxLight,minLight,meanLight,maxNoise,minNoise,meanNoise,rating
2030-12-25 06:00:00 to 2030-12-25 06:30:00,23,54,1029,504,48,23,21,22.19,55,50,52.61,1050,780,909.52,506,488,498.13,56,36,46.0,4
2030-12-26 13:23:00 to 2030-12-26 13:53:00,23,52,1087,382,59,24,21,22.77,63,50,55.26,1212,648,901.84,398,378,389.23,72,57,65.03,2
2030-12-26 17:01:00 to 2030-12-26 17:31:00,20,63,1030,625,65,20,19,19.23,63,56,59.0,1147,752,881.97,632,613,623.87,71,51,60.77,1
2030-12-26 20:44:00 to 2030-12-26 21:14:00,27,37,549,301,59,27,26,26.13,38,35,36.27,549,439,494.2,304,292,299.87,70,50,57.13,4
2030-12-28 02:04:00 to 2030-12-28 02:34:00,27,43,935,696,33,27,25,25.39,43,34,37.71,935,490,666.77,709,689,698.42,50,31,39.19,4
2030-12-30 07:45:00 to 2030-12-30 08:15:00,21,44,679,425,50,21,20,20.06,44,42,43.25,802,607,671.62,427,407,419.75,55,36,47.25,5
2030-12-30 15:24:00 to 2030-12-30 15:54:00,26,43,816,692,54,26,22,23.71,43,32,37.68,1156,535,775.48,702,683,691.03,60,41,51.0,3
2030-12-31 21:13:00 to 2030-12-31 21:43:00,24,37,818,529,46,25,23,23.52,44,34,38.65,1024,500,704.9,540,521,529.1,57,38,49.42,5
2031-01-01 00:54:00 to 2031-01-01 01:24:00,23,51,777,716,49,23,22,22.24,52,47,48.4,781,443,553.4,723,704,713.32,54,34,45.76,5
2031-01-03 06:26:00 to 2031-01-03 06:56:00,17,46,1224,478,59,20,17,18.45,57,45,50.35,1364,684,962.39,482,462,472.52,77,57,67.16,1
2031-01-03 09:30:00 to 2031-01-03 10:00:00,27,66,1092,335,58,28,25,26.48,68,54,60.03,1467,754,1000.61,341,321,331.32,75,55,63.29,1
2031-01-03 16:11:00 to 2031-01-03 16:41:00,21,47,873,408,61,23,21,21.45,57,47,52.23,1177,747,898.55,422,402,410.39,63,43,53.55,1
2031-01-04 19:36:00 to 2031-01-04 20:06:00,20,36,690,470,56,20,20,20.0,36,35,35.14,690,627,654.14,470,460,464.57,68,56,61.71,4
2031-01-06 22:39:00 to 2031-01-06 23:09:00,19,59,920,398,66,19,19,19.0,60,59,59.3,920,790,832.1,415,398,406.4,67,48,58.5,2
2031-01-09 07:36:00 to 2031-01-09 08:06:00,26,44,678,321,40,26,26,26.0,45,44,44.14,718,645,671.43,336,321,328.29,56,40,46.86,4
2031-01-09 13:37:00 to 2031-01-09 14:07:00,24,61,1451,629,49,26,22,23.48,67,49,57.23,1640,898,1266.77,644,624,634.77,66,46,56.32,2
2031-01-10 18:05:00 to 2031-01-10 18:35:00,27,35,800,714,58,27,26,26.26,43,35,38.87,1005,569,729.03,722,703,712.65,71,51,60.71,1
2031-01-13 00:48:00 to 2031-01-13 01:18:00,21,35,801,394,46,21,20,20.11,37,35,35.63,875,670,744.74,395,377,384.0,61,43,51.53,4
2031-01-15 05:31:00 to 2031-01-15 06:01:00,24,52,603,615,60,24,24,24.0,52,52,52.0,603,594,598.5,615,611,613.0,67,60,63.5,3
2031-01-17 09:55:00 to 2031-01-17 10:25:00,23,47,924,665,52,24,23,23.12,47,43,44.77,924,564,669.96,685,665,673.81,61,41,51.27,2
2031-01-19 15:41:00 to 2031-01-19 16:11:00,18,45,730,454,52,18,18,18.0,45,42,43.42,730,588,632.08,466,449,457.75,71,51,63.08,3
2031-01-20 23:15:00 to 2031-01-20 23:45:00,20,64,1194,515,71,22,20,21.26,65,55,59.55,1194,584,814.94,515,496,505.0,78,58,69.26,1
2031-01-21 04:53:00 to 2031-01-21 05:23:00,27,50,964,338,32,28,23,25.26,66,46,53.0,1619,735,1152.26,354,335,344.35,49,30,37.32,3
2031-01-23 09:32:00 to 2031-01-23 10:02:00,26,60,623,702,52,26,26,26.0,60,60,60.0,623,616,620.0,708,702,704.67,58,50,53.33,4
2031-01-25 13:35:00 to 2031-01-25 14:05:00,20,41,832,427,71,20,20,20.0,42,41,41.17,832,771,796.67,427,411,420.67,78,59,69.17,2
2031-01-25 16:30:00 to 2031-01-25 17:00:00,21,51,535,723,52,21,21,21.0,51,51,51.0,535,535,535.0,723,723,723.0,52,52,52.0,3
2031-01-27 19:38:00 to 2031-01-27 20:08:00,20,40,742,523,30,20,20,20.0,40,39,39.22,784,714,740.78,524,506,516.67,49,29,39.0,5
2031-01-29 03:48:00 to 2031-01-29 04:18:00,20,48,531,314,44,21,20,20.11,51,48,49.32,631,424,507.68,317,297,306.63,63,43,52.68,4
2031-01-29 15:34:00 to 2031-01-29 16:04:00,22,36,609,266,54,22,22,22.0,36,35,35.2,609,561,583.6,266,251,258.4,55,38,46.0,3
2031-01-31 17:09:00 to 2031-01-31 17:39:00,18,38,755,570,44,19,18,18.23,40,32,36.19,1033,605,765.68,585,566,575.32,47,27,37.48,3
2031-01-31 22:26:00 to 2031-01-31 22:56:00,19,39,1095,655,48,23,19,20.77,46,33,38.45,1470,801,1054.52,673,654,664.1,54,34,44.58,3
2031-02-03 05:41:00 to 2031-02-03 06:11:00,23,37,902,364,49,23,23,23.0,37,36,36.25,912,775,819.42,364,346,356.5,57,37,48.42,5
2031-02-03 11:24:00 to 2031-02-03 11:54:00,20,48,1402,694,65,22,19,20.52,57,43,49.61,1402,870,1097.48,698,678,689.84,80,60,68.9,1
2031-02-05 15:35:00 to 2031-02-05 16:05:00,23,43,729,339,55,23,23,23.0,43,42,42.33,736,704,722.33,339,321,329.0,66,46,54.5,3
2031-02-05 22:09:00 to 2031-02-05 22:39:00,24,44,896,397,53,25,22,23.32,44,34,37.94,1021,528,718.23,415,395,403.52,65,45,54.52,3
2031-02-08 01:47:00 to 2031-02-08 02:17:00,19,42,680,499,46,19,18,18.17,43,39,41.17,693,473,555.11,500,481,490.72,46,30,39.17,3
2031-02-08 11:40:00 to 2031-02-08 12:10:00,23,48,778,379,64,23,23,23.0,48,47,47.18,778,641,689.27,396,377,383.0,73,59,66.09,1
2031-02-08 21:47:00 to 2031-02-08 22:17:00,21,62,518,288,60,21,20,20.17,62,58,59.5,627,404,467.11,300,281,291.39,73,53,62.22,4
2031-02-11 01:31:00 to 2031-02-11 02:01:00,24,45,694,528,45,24,24,24.0,45,45,45.0,694,687,690.5,528,508,518.0,45,40,42.5,5
2031-02-11 10:23:00 to 2031-02-11 10:53:00,22,47,957,762,73,25,22,23.55,60,45,51.06,1154,533,806.1,770,750,759.06,73,54,62.84,2
2031-02-12 21:39:00 to 2031-02-12 22:09:00,24,40,689,644,55,24,24,24.0,42,40,41.0,711,628,667.7,661,641,648.8,57,43,49.5,3
2031-02-14 22:37:00 to 2031-02-14 23:07:00,24,37,545,568,55,24,24,24.0,37,36,36.12,545,482,511.5,576,559,569.38,61,49,55.12,5
2031-02-15 05:45:00 to 2031-02-15 06:15:00,22,48,967,631,59,24,20,21.87,65,48,56.58,1425,695,1024.16,650,631,640.19,67,49,58.45,2
2031-02-15 13:45:00 to 2031-02-15 14:15:00,23,37,756,640,62,24,23,23.12,38,35,35.62,766,645,696.56,640,621,631.25,62,47,54.06,1
2031-02-15 20:45:00 to 2031-02-15 21:15:00,21,49,692,794,53,22,21,21.06,52,49,50.31,698,515,588.75,794,777,786.12,58,43,50.31,4
2031-02-17 07:36:00 to 2031-02-17 08:06:00,26,42,656,452,61,26,26,26.0,43,42,42.14,668,615,639.43,464,452,456.29,61,46,54.71,2
2031-02-18 19:08:00 to 2031-02-18 19:38:00,25,44,2045,764,54,28,21,24.26,67,44,54.29,2045,901,1435.06,780,760,771.03,57,37,45.9,2
2031-02-19 20:28:00 to 2031-02-19 20:58:00,22,51,1063,278,56,23,20,21.55,64,49,55.48,1396,733,971.97,290,270,279.35,56,37,47.71,3
2031-02-20 08:12:00 to 2031-02-20 08:42:00,19,47,1235,552,42,19,17,18.39,51,41,44.97,1235,796,956.26,557,537,545.77,49,29,37.84,2
2031-02-22 19:46:00 to 2031-02-22 20:16:00,22,54,994,676,63,22,17,19.03,73,53,62.84,1481,561,940.45,688,668,678.35,71,51,60.84,3
2031-02-23 04:02:00 to 2031-02-23 04:32:00,27,47,799,677,38,27,26,26.29,48,41,43.94,1045,749,864.42,677,657,666.06,53,33,44.29,3
2031-02-23 14:40:00 to 2031-02-23 15:10:00,20,56,865,515,47,20,20,20.0,56,53,54.36,865,741,786.36,523,507,515.73,59,40,50.55,3
2031-02-23 17:44:00 to 2031-02-23 18:14:00,24,43,562,293,52,24,24,24.0,43,41,41.53,632,464,537.73,302,284,293.87,65,46,57.07,3
2031-02-24 21:50:00 to 2031-02-24 22:20:00,23,43,1499,579,69,25,21,22.71,66,43,55.35,1870,862,1246.71,588,568,577.48,69,51,59.23,1
2031-02-26 00:15:00 to 2031-02-26 00:45:00,24,47,1127,498,59,24,21,22.58,52,43,47.19,1229,649,884.97,514,498,507.42,61,42,51.26,1
2031-02-26 07:06:00 to 2031-02-26 07:36:00,24,53,844,667,60,24,22,22.45,57,49,53.1,916,525,687.55,684,665,674.55,72,53,63.71,3
2031-02-26 14:58:00 to 2031-02-26 15:28:00,25,54,1196,256,60,25,24,24.17,54,48,49.9,1196,800,924.93,268,250,259.31,77,57,66.66,1
2031-02-26 18:16:00 to 2031-02-26 18:46:00,24,58,723,326,29,26,23,24.58,65,53,57.94,1175,545,775.58,343,324,332.55,47,27,34.94,5
2031-02-27 02:02:00 to 2031-02-27 02:32:00,24,36,653,784,67,25,24,24.16,43,36,38.77,802,422,544.94,785,766,775.58,75,56,64.45,2
2031-02-27 13:55:00 to 2031-02-27 14:25:00,26,57,603,291,56,27,26,26.12,57,51,53.08,873,524,640.08,303,285,294.46,58,38,48.08,2
2031-02-27 15:35:00 to 2031-02-27 16:05:00,23,60,570,344,63,23,23,23.0,60,60,60.0,606,548,570.67,359,342,350.83,65,52,58.17,4
2031-02-28 03:18:00 to 2031-02-28 03:48:00,28,38,1351,670,54,28,26,26.74,44,31,35.61,1402,880,1044.03,682,664,671.26,61,42,50.84,1
2031-02-28 12:46:00 to 2031-02-28 13:16:00,24,55,866,452,65,24,24,24.0,57,54,55.59,905,742,806.18,452,432,441.88,76,61,67.29,2
2031-03-02 16:35:00 to 2031-03-02 17:05:00,20,43,769,294,77,20,20,20.0,43,43,43.0,799,742,766.17,297,278,287.5,78,64,70.17,3
2031-03-04 00:42:00 to 2031-03-04 01:12:00,18,42,691,293,36,18,18,18.0,44,42,43.15,691,513,567.85,299,283,290.92,48,28,37.46,5
2031-03-05 02:49:00 to 2031-03-05 03:19:00,23,38,590,592,63,24,23,23.1,38,36,36.75,690,430,516.05,603,583,593.25,63,43,51.9,3
2031-03-05 07:07:00 to 2031-03-05 07:37:00,27,64,862,669,62,27,26,26.45,66,56,60.39,1167,738,890.87,682,664,672.23,63,43,53.29,1
2031-03-07 07:38:00 to 2031-03-07 08:08:00,26,42,760,447,39,26,26,26.0,43,42,42.22,820,739,768.44,447,430,439.22,47,28,36.44,4
2031-03-08 08:38:00 to 2031-03-08 09:08:00,21,59,532,397,66,21,21,21.0,60,59,59.44,542,474,505.78,402,393,397.0,77,58,68.44,3
2031-03-10 10:40:00 to 2031-03-10 11:10:00,23,56,790,197,60,23,23,23.0,56,54,55.27,892,765,801.36,210,194,202.27,77,58,67.45,4
2031-03-11 15:15:00 to 2031-03-11 15:45:00,22,51,925,412,44,24,21,22.68,59,49,54.48,1059,450,670.23,412,392,399.55,62,43,54.0,5
2031-03-12 17:46:00 to 2031-03-12 18:16:00,24,59,864,283,49,25,24,24.12,59,56,57.41,984,766,844.47,290,273,282.12,56,36,45.94,4
2031-03-14 01:14:00 to 2031-03-14 01:44:00,20,38,786,358,47,23,20,21.39,43,34,38.1,1010,519,737.74,376,358,366.77,50,31,40.06,5
2031-03-14 11:58:00 to 2031-03-14 12:28:00,25,54,1010,560,46,25,24,24.21,54,49,51.31,1010,638,745.93,577,558,565.52,61,41,50.79,2
2031-03-16 19:23:00 to 2031-03-16 19:53:00,22,68,602,517,76,24,21,22.42,68,55,60.58,1105,550,800.84,522,503,510.68,79,59,68.0,2
2031-03-18 03:15:00 to 2031-03-18 03:45:00,20,45,819,541,46,23,20,21.29,45,34,39.58,986,467,674.97,541,522,531.94,46,27,36.45,3
2031-03-19 13:16:00 to 2031-03-19 13:46:00,20,31,1124,283,34,21,18,19.35,42,31,36.97,1188,627,842.97,303,283,294.1,47,28,37.61,2
2031-03-21 16:06:00 to 2031-03-21 16:36:00,25,53,768,686,74,26,25,25.39,58,49,53.1,892,496,621.68,693,674,681.71,74,56,64.94,2
2031-03-24 00:36:00 to 2031-03-24 01:06:00,26,42,811,572,63,26,26,26.0,44,42,43.0,855,797,819.71,589,569,579.29,65,52,58.86,2
2031-03-26 07:19:00 to 2031-03-26 07:49:00,22,49,1241,395,58,23,21,22.35,49,38,43.29,1484,830,1078.32,401,381,391.42,63,43,53.61,3
2031-03-26 11:26:00 to 2031-03-26 11:56:00,27,41,962,280,58,27,23,24.45,48,33,39.81,1378,810,1055.45,295,275,284.97,59,39,48.58,3
2031-03-28 17:52:00 to 2031-03-28 18:22:00,23,55,652,236,63,24,23,23.04,55,51,52.09,753,466,565.0,254,236,243.22,65,47,55.96,4
2031-03-29 20:35:00 to 2031-03-29 21:05:00,26,50,560,716,56,26,26,26.0,51,50,50.17,560,524,538.33,722,706,715.17,56,45,52.67,3
2031-03-31 21:36:00 to 2031-03-31 22:06:00,20,35,681,372,42,20,20,20.0,36,35,35.14,703,657,677.86,388,372,380.14,48,35,40.29,4
2031-04-01 05:33:00 to 2031-04-01 06:03:00,22,38,673,393,49,22,22,22.0,38,37,37.25,673,649,662.5,404,384,393.25,65,49,54.25,5
2031-04-03 14:51:00 to 2031-04-03 15:21:00,21,52,692,269,55,21,20,20.27,52,48,49.5,858,594,685.91,277,257,266.68,65,46,56.32,3
2031-04-05 20:40:00 to 2031-04-05 21:10:00,24,60,705,550,56,24,24,24.0,60,58,58.36,746,638,686.82,565,547,557.27,70,50,60.18,4
2031-04-06 02:48:00 to 2031-04-06 03:18:00,22,48,935,303,30,23,22,22.16,48,44,45.63,981,769,835.79,322,302,310.42,46,27,34.16,3
2031-04-06 04:41:00 to 2031-04-06 05:11:00,26,37,674,281,53,26,26,26.0,39,37,37.33,674,553,597.0,296,279,287.5,53,34,43.92,3
2031-04-07 09:22:00 to 2031-04-07 09:52:00,25,53,740,413,71,26,23,24.52,64,52,58.45,1209,602,824.55,420,400,409.74,75,55,64.26,1
2031-04-09 09:46:00 to 2031-04-09 10:16:00,21,44,922,785,74,21,20,20.12,44,40,41.29,922,703,784.82,792,773,783.29,79,60,70.24,2
2031-04-10 16:04:00 to 2031-04-10 16:34:00,24,52,816,336,54,25,23,23.29,59,52,54.81,816,447,595.58,344,324,334.16,54,35,45.35,3
2031-04-12 21:46:00 to 2031-04-12 22:16:00,23,34,856,625,57,23,23,23.0,37,34,35.24,856,674,735.35,639,621,631.59,67,50,58.24,3
2031-04-12 23:50:00 to 2031-04-13 00:20:00,24,61,582,526,55,24,24,24.0,62,57,59.76,692,422,518.48,543,523,530.1,68,48,58.24,5
2031-04-14 01:36:00 to 2031-04-14 02:06:00,24,57,740,756,76,24,24,24.0,57,56,56.43,740,695,712.43,765,752,755.57,76,58,68.29,4
2031-04-16 12:46:00 to 2031-04-16 13:16:00,22,38,878,610,40,23,22,22.18,40,37,38.24,889,736,799.53,625,608,615.0,54,34,44.47,4
2031-04-17 13:31:00 to 2031-04-17 14:01:00,22,37,803,580,74,22,22,22.0,37,37,37.0,803,790,796.5,594,580,587.0,74,59,66.5,2
2031-04-20 01:13:00 to 2031-04-20 01:43:00,19,45,827,586,71,20,17,18.26,51,41,46.29,1088,542,753.23,595,575,586.71,72,53,61.61,1
2031-04-21 02:09:00 to 2031-04-21 02:39:00,24,42,1182,372,45,25,24,24.16,47,38,42.19,1182,641,812.29,381,361,372.1,46,26,37.35,3
2031-04-22 10:04:00 to 2031-04-22 10:34:00,27,53,1036,559,65,27,22,24.52,68,43,54.97,1619,603,1070.0,565,545,555.68,69,49,58.97,1
2031-04-22 16:44:00 to 2031-04-22 17:14:00,19,54,751,711,37,19,18,18.07,57,54,55.07,863,698,767.93,725,706,714.87,47,27,36.0,2
2031-04-22 19:34:00 to 2031-04-22 20:04:00,26,35,762,637,42,26,26,26.0,35,35,35.0,762,734,746.8,637,622,629.6,55,42,48.6,4
2031-04-24 04:55:00 to 2031-04-24 05:25:00,21,51,696,286,55,22,21,21.27,57,51,53.65,940,631,743.65,302,282,293.27,66,46,56.5,3
2031-04-26 14:34:00 to 2031-04-26 15:04:00,23,51,1075,316,31,27,23,24.68,58,42,48.16,1436,731,1030.71,317,297,307.23,49,29,37.81,2
2031-04-27 14:52:00 to 2031-04-27 15:22:00,26,45,928,510,59,27,26,26.13,45,40,41.48,1069,784,888.96,530,510,521.17,71,52,60.74,3
2031-04-27 19:06:00 to 2031-04-27 19:36:00,19,62,995,678,40,20,19,19.35,63,54,58.26,1270,823,967.9,693,673,683.35,58,38,46.77,3
2031-04-29 02:50:00 to 2031-04-29 03:20:00,21,44,630,353,70,22,21,21.05,48,44,45.38,774,523,602.67,354,337,346.33,80,60,70.1,3
2031-04-30 13:51:00 to 2031-04-30 14:21:00,23,39,945,328,67,24,23,23.23,42,38,39.59,945,662,761.55,342,322,330.68,67,48,57.68,1
2031-05-01 16:33:00 to 2031-05-01 17:03:00,26,51,586,481,57,26,26,26.0,51,51,51.0,586,576,582.5,481,466,472.5,58,49,53.5,4
2031-05-03 01:10:00 to 2031-05-03 01:40:00,22,62,652,796,43,22,21,21.26,67,57,61.55,907,482,632.42,805,785,793.23,53,36,43.94,5
2031-05-05 08:55:00 to 2031-05-05 09:25:00,20,37,791,576,65,21,20,20.15,42,36,38.85,965,671,777.65,595,575,582.85,75,55,65.31,2
2031-05-05 16:56:00 to 2031-05-05 17:26:00,21,38,664,561,70,21,20,20.11,39,33,35.52,818,534,646.52,566,546,556.33,70,50,60.37,2
2031-05-07 00:30:00 to 2031-05-07 01:00:00,22,46,403,399,55,22,22,22.0,46,46,46.0,403,403,403.0,399,399,399.0,55,55,55.0,3
2031-05-07 12:44:00 to 2031-05-07 13:14:00,24,41,1740,575,44,28,23,24.87,53,37,45.19,1740,811,1210.9,582,564,572.68,51,31,40.48,3
2031-05-09 19:12:00 to 2031-05-09 19:42:00,23,52,767,645,77,25,23,23.45,52,41,45.03,984,472,651.68,650,630,640.48,80,60,70.48,1
2031-05-11 22:44:00 to 2031-05-11 23:14:00,24,61,622,365,73,25,24,24.07,61,59,59.53,625,442,508.27,372,352,359.0,73,54,63.8,4
2031-05-14 04:56:00 to 2031-05-14 05:26:00,20,63,837,240,56,21,20,20.22,64,58,60.81,897,601,705.22,255,235,243.3,62,43,52.59,3
2031-05-14 15:37:00 to 2031-05-14 16:07:00,26,38,526,400,66,26,26,26.0,38,37,37.25,526,442,476.38,408,389,399.12,67,52,59.88,2
2031-05-17 00:31:00 to 2031-05-17 01:01:00,23,43,1296,588,61,23,20,21.61,49,32,41.13,1375,655,1009.87,590,571,580.0,63,43,52.32,2
2031-05-19 05:55:00 to 2031-05-19 06:25:00,24,44,958,305,30,24,24,24.0,47,41,43.92,1021,737,851.77,316,298,306.88,46,26,34.62,3
2031-05-19 13:24:00 to 2031-05-19 13:54:00,22,45,911,740,37,24,21,22.55,58,45,52.1,1484,911,1147.58,759,739,750.26,51,32,39.81,5
2031-05-20 13:38:00 to 2031-05-20 14:08:00,21,39,823,301,35,21,21,21.0,39,38,38.44,823,719,750.33,303,285,294.67,48,35,40.44,5
2031-05-21 00:56:00 to 2031-05-21 01:26:00,19,55,1112,704,64,20,19,19.11,59,54,56.37,1112,726,833.41,718,698,708.7,75,55,64.48,1
2031-05-23 12:04:00 to 2031-05-23 12:34:00,22,57,894,219,44,22,20,21.29,61,54,56.77,1108,697,833.0,231,211,221.97,61,41,50.97,5
2031-05-24 15:08:00 to 2031-05-24 15:38:00,27,60,826,578,61,28,25,26.23,60,52,55.48,942,438,641.26,578,559,570.26,76,57,64.84,1
2031-05-25 23:49:00 to 2031-05-26 00:19:00,25,37,735,284,56,25,24,24.1,38,35,36.55,776,559,628.1,287,268,277.55,57,38,47.1,5
2031-05-27 04:41:00 to 2031-05-27 05:11:00,25,44,738,326,46,25,25,25.0,45,43,44.25,738,624,669.33,330,310,319.83,49,30,40.75,3
2031-05-28 16:40:00 to 2031-05-28 17:10:00,18,39,615,374,48,18,18,18.0,39,38,38.36,615,528,565.91,378,362,370.82,56,37,45.45,5
2031-05-30 01:54:00 to 2031-05-30 02:24:00,26,39,886,244,56,26,25,25.24,39,34,36.48,952,680,772.52,247,227,239.24,65,46,54.8,2
2031-05-30 06:27:00 to 2031-05-30 06:57:00,24,50,538,225,64,25,22,23.32,60,48,53.81,1028,537,734.19,237,219,228.39,70,50,58.68,3
2031-05-30 16:39:00 to 2031-05-30 17:09:00,21,55,550,564,50,21,21,21.0,56,54,55.1,619,524,561.9,577,561,567.9,62,48,53.9,5
2031-05-31 22:31:00 to 2031-05-31 23:01:00,22,41,716,300,57,22,22,22.0,41,41,41.0,716,709,712.5,300,282,291.0,58,57,57.5,5
2031-06-02 06:11:00 to 2031-06-02 06:41:00,18,51,644,459,57,20,17,18.45,51,41,45.68,1054,503,699.23,459,441,450.1,68,48,56.74,3
2031-06-02 08:52:00 to 2031-06-02 09:22:00,23,46,752,284,73,23,22,22.13,50,44,46.52,904,607,694.61,285,266,275.74,73,53,62.22,3
2031-06-03 11:15:00 to 2031-06-03 11:45:00,27,49,1207,488,59,27,25,25.48,57,47,51.48,1315,815,1009.29,490,470,480.03,61,43,51.71,2
2031-06-04 20:16:00 to 2031-06-04 20:46:00,25,42,1043,506,59,26,23,24.26,44,35,39.32,1118,565,818.19,523,504,513.26,63,43,52.32,1
2031-06-05 03:43:00 to 2031-06-05 04:13:00,26,56,852,614,52,26,26,26.0,56,54,55.29,871,756,805.07,632,614,622.71,72,52,62.07,1
2031-06-07 07:44:00 to 2031-06-07 08:14:00,19,53,669,269,48,19,19,19.0,56,53,53.6,670,529,593.07,285,266,273.93,48,29,39.2,3
2031-06-07 11:38:00 to 2031-06-07 12:08:00,23,55,567,732,40,23,23,23.0,55,54,54.33,610,534,561.0,751,732,745.33,40,25,33.22,5
2031-06-07 19:33:00 to 2031-06-07 20:03:00,20,47,691,371,60,20,20,20.0,47,47,47.0,691,677,683.5,371,367,369.25,60,50,54.0,5
2031-06-08 05:37:00 to 2031-06-08 06:07:00,26,53,1129,489,68,26,23,24.97,71,53,61.48,1323,597,939.68,492,472,481.61,74,56,64.1,1
2031-06-08 11:54:00 to 2031-06-08 12:24:00,21,48,1077,730,66,21,20,20.24,52,48,50.16,1077,720,825.76,746,727,736.12,71,51,61.52,1
2031-06-09 17:11:00 to 2031-06-09 17:41:00,24,50,979,789,59,26,23,24.45,50,39,43.1,979,585,792.94,804,785,793.29,75,56,66.55,3
2031-06-10 21:11:00 to 2031-06-10 21:41:00,27,52,1195,596,51,28,26,26.58,54,45,48.65,1195,611,824.32,610,592,600.23,69,49,58.35,2
2031-06-11 22:26:00 to 2031-06-11 22:56:00,20,60,1507,351,33,22,19,20.52,60,49,54.87,1507,738,1029.74,354,335,345.58,50,32,41.48,2
2031-06-14 09:47:00 to 2031-06-14 10:17:00,18,50,847,232,40,19,18,18.11,53,50,51.44,847,615,710.06,247,229,237.78,54,35,45.17,3
2031-06-15 21:42:00 to 2031-06-15 22:12:00,18,48,921,465,61,18,18,18.0,49,48,48.23,921,784,835.69,471,452,460.62,71,55,62.69,1
2031-06-16 05:45:00 to 2031-06-16 06:15:00,25,37,732,469,53,26,25,25.06,39,36,37.31,803,666,717.56,486,469,477.0,54,34,40.62,5
2031-06-17 16:13:00 to 2031-06-17 16:43:00,26,43,560,571,45,27,24,25.45,45,35,40.45,947,479,633.16,581,561,571.35,47,27,36.0,4
2031-06-19 17:59:00 to 2031-06-19 18:29:00,24,39,851,617,54,25,24,24.17,42,35,38.0,1095,736,865.17,619,599,609.27,61,41,50.7,2
2031-06-21 04:33:00 to 2031-06-21 05:03:00,22,45,493,436,66,22,22,22.0,45,45,45.0,497,486,493.0,437,423,430.5,66,50,57.5,4
2031-06-21 08:35:00 to 2031-06-21 09:05:00,18,36,446,650,48,18,18,18.0,36,35,35.17,446,409,428.5,667,647,657.17,62,42,47.67,4
2031-06-23 12:37:00 to 2031-06-23 13:07:00,25,58,542,665,66,25,25,25.0,58,58,58.0,566,486,520.0,680,661,669.0,70,54,64.62,1
2031-06-23 21:05:00 to 2031-06-23 21:35:00,24,47,1170,802,61,26,23,24.42,50,42,46.35,1170,768,927.68,805,786,795.13,73,53,63.32,2
2031-06-24 23:43:00 to 2031-06-25 00:13:00,23,40,584,452,41,23,22,22.07,42,39,40.57,679,553,597.79,452,435,445.29,46,30,38.29,4
2031-06-26 01:33:00 to 2031-06-26 02:03:00,25,56,752,222,71,25,25,25.0,56,56,56.0,752,713,729.0,222,207,215.75,71,65,68.75,3
2031-06-27 06:26:00 to 2031-06-27 06:56:00,28,66,923,201,43,28,25,26.61,66,52,57.58,1173,595,824.94,214,194,203.32,51,31,41.65,2
2031-06-29 07:55:00 to 2031-06-29 08:25:00,22,46,1478,482,53,27,22,23.58,60,40,51.19,1917,976,1359.13,491,471,480.29,69,49,58.84,2
2031-06-29 12:10:00 to 2031-06-29 12:40:00,25,59,1005,757,31,27,24,25.23,60,52,55.45,1005,516,681.35,774,754,764.39,49,30,40.39,3
2031-07-01 15:47:00 to 2031-07-01 16:17:00,26,54,802,674,72,26,25,25.11,55,51,52.44,802,556,630.89,682,664,673.67,72,54,63.5,2
2031-07-03 23:20:00 to 2031-07-03 23:50:00,27,56,1263,405,45,27,24,25.52,67,56,60.97,1263,611,834.97,406,387,395.32,51,32,42.55,2
2031-07-04 03:07:00 to 2031-07-04 03:37:00,20,57,746,198,64,21,19,19.48,57,48,52.1,845,488,635.87,217,197,207.48,75,55,64.35,3
2031-07-05 04:54:00 to 2031-07-05 05:24:00,26,43,575,238,54,27,26,26.16,48,43,45.6,714,418,523.64,248,228,238.6,70,50,59.68,3
2031-07-05 15:35:00 to 2031-07-05 16:05:00,25,54,498,513,44,25,25,25.0,54,54,54.0,498,449,468.83,513,499,504.67,44,29,36.83,5
2031-07-06 17:37:00 to 2031-07-06 18:07:00,18,42,556,277,65,18,18,18.0,42,41,41.38,623,540,570.25,283,264,275.38,74,55,66.5,1
2031-07-06 23:01:00 to 2031-07-06 23:31:00,25,44,960,768,34,26,24,25.13,50,44,47.52,1010,654,791.55,783,763,774.19,52,32,40.42,3
2031-07-07 10:43:00 to 2031-07-07 11:13:00,26,56,875,511,52,26,26,26.0,56,53,54.5,875,707,752.93,514,495,505.29,70,51,59.79,1
2031-07-09 15:42:00 to 2031-07-09 16:12:00,21,54,554,704,48,21,21,21.0,57,54,55.15,656,523,571.62,704,686,692.92,57,40,48.15,4
2031-07-09 17:49:00 to 2031-07-09 18:19:00,27,43,696,439,61,27,26,26.15,47,43,44.25,822,639,711.0,446,430,438.35,62,42,52.1,3
2031-07-11 03:39:00 to 2031-07-11 04:09:00,25,43,702,225,76,25,25,25.0,45,43,44.2,721,606,649.5,225,207,216.9,76,64,69.0,3
2031-07-13 15:33:00 to 2031-07-13 16:03:00,26,45,586,530,34,26,26,26.0,45,45,45.0,586,558,571.0,533,524,528.25,47,34,39.75,4
